english_text,category,emotion,instruction,target_duration_sec,hint
"I spent all morning ironing clothes because my iron had been broken for two weeks.",DAILY_LIFE,NEUTRAL,,11,Say you spent the morning ironing after the iron was fixed
"My neighbor borrowed my big cooking pot and has not returned it for over a week.",DAILY_LIFE,NEUTRAL,,11,Say a neighbor borrowed your pot and hasn't returned it
"The dog barked all night and kept everyone in the house awake until morning came.",DAILY_LIFE,NEUTRAL,,11,Say the dog barked all night and kept everyone awake
"I have to wake up at five every morning to get to work before the traffic gets bad.",DAILY_LIFE,NEUTRAL,,12,Say you wake at five to beat morning traffic
"We planted groundnuts and cassava in the garden this rainy season behind the house.",DAILY_LIFE,NEUTRAL,,11,Say you planted groundnuts and cassava this rainy season
"The roof started leaking again when the heavy rain came last week so we need repairs.",DAILY_LIFE,NEUTRAL,,12,Say the roof leaks again after heavy rain
"My sister braids hair at home every weekend to earn some extra money for herself.",DAILY_LIFE,NEUTRAL,,11,Say your sister braids hair on weekends for money
"We always eat together as one family and no one goes to bed before the father comes home.",DAILY_LIFE,NEUTRAL,,13,Describe eating together and waiting for the father
"I forgot to buy cooking oil when I was at the market so I had to go back again.",DAILY_LIFE,NEUTRAL,,11,Say you forgot to buy oil and had to return to market
"The children helped me carry the heavy bags from the market all the way home today.",DAILY_LIFE,HAPPY,,10,Say children helped carry bags from market
"Every evening I boil water for tea and we all sit together before the news comes on.",DAILY_LIFE,NEUTRAL,,12,Describe evening tea together before watching news
"My mother-in-law came to stay with us for two weeks and we had to rearrange the rooms.",DAILY_LIFE,NEUTRAL,,12,Say mother-in-law came to stay and rooms were rearranged
"I cut my hand while peeling yam in the kitchen this afternoon and had to bandage it.",DAILY_LIFE,NEUTRAL,,12,Say you cut your hand peeling yam and bandaged it
"The school uniform is too small now because the boy has grown so much this year.",DAILY_LIFE,NEUTRAL,,11,Say the school uniform is too small because the child grew
"My phone fell in the bucket of water while I was washing clothes and stopped working.",DAILY_LIFE,NEUTRAL,,12,Say your phone fell in water while washing clothes
"We killed a chicken this morning because my uncle visited from upcountry without warning.",DAILY_LIFE,NEUTRAL,,12,Say you killed a chicken for an unexpected uncle's visit
"The children came home from school hungry and there was nothing prepared for them to eat.",DAILY_LIFE,NEUTRAL,,12,Say children came home hungry with no food ready
"I spend about two hours every day fetching firewood from the edge of the village.",DAILY_LIFE,NEUTRAL,,11,Say you spend two hours daily collecting firewood
"We washed all the laundry by hand early in the morning while the water was still cold.",DAILY_LIFE,NEUTRAL,,11,Describe hand-washing laundry in the cold morning water
"My father fixed the broken door himself instead of calling a carpenter to save money.",DAILY_LIFE,NEUTRAL,,11,Say your father fixed the door himself to save money
"I had to walk to work this morning because the motorbike would not start at all.",DAILY_LIFE,NEUTRAL,,11,Say you walked to work because the bike didn't start
"The old woman next door brought us some food when she heard my wife was not feeling well.",DAILY_LIFE,HAPPY,,12,Say a neighbor brought food when your wife was sick
"I spent the whole evening helping my son with his school homework until it was very late.",DAILY_LIFE,NEUTRAL,,12,Say you spent the evening helping your son with homework
"We buried the food scraps in the garden so they would turn into good compost for the soil.",DAILY_LIFE,NEUTRAL,,11,Say you buried food scraps to make compost for the garden
"The wind blew the zinc roof off the kitchen during last night's big storm.",DAILY_LIFE,NEUTRAL,,10,Say the storm blew the kitchen roof off last night
"I sewed the torn school shirt late at night by lamplight so it would be ready in the morning.",DAILY_LIFE,NEUTRAL,,13,Say you sewed a school shirt by lamplight at night
"My daughter spilled the whole pot of soup on the floor and it made a huge mess.",DAILY_LIFE,NEUTRAL,,11,Say your daughter spilled the whole pot of soup
"We dug a new rubbish pit at the back of the compound because the old one was full.",DAILY_LIFE,NEUTRAL,,11,Say you dug a new rubbish pit because the old one was full
"I soaked the beans overnight so they would be soft enough to cook in the morning.",DAILY_LIFE,NEUTRAL,,11,Say you soaked beans overnight to soften them
"The whole family gathered around the radio to listen to the evening news broadcast.",DAILY_LIFE,NEUTRAL,,10,Describe the family listening to radio news together
"My mother woke me up three times this morning before I finally got out of the bed.",DAILY_LIFE,NEUTRAL,,11,Say your mother woke you three times before you got up
"I found a big scorpion under my sleeping mat last night and screamed very loudly.",DAILY_LIFE,SURPRISED,,11,Say you found a scorpion under your mat and screamed
"The market woman gives me credit every month because I always pay her back on time.",DAILY_LIFE,NEUTRAL,,11,Say the market woman gives you credit and you always repay
"We ate leftover rice from last night for breakfast because there was nothing fresh.",DAILY_LIFE,NEUTRAL,,11,Say you ate leftover rice for breakfast
"My brother sent money by mobile transfer and I received it within just a few minutes.",DAILY_LIFE,HAPPY,,11,Say your brother sent mobile money and you received it fast
"I burned the old clothes and rubbish in the yard in the afternoon to clear the compound.",DAILY_LIFE,NEUTRAL,,11,Say you burned old clothes and rubbish to clean up
"The children were so tired from playing all day that they fell asleep before dinner was ready.",DAILY_LIFE,NEUTRAL,,13,Say children fell asleep from tiredness before dinner
"I ground pepper and tomatoes on the stone this morning to make fresh stew sauce.",DAILY_LIFE,NEUTRAL,,10,Say you ground pepper and tomatoes for fresh stew
"My husband forgot to close the chicken pen and a fox got in during the night.",DAILY_LIFE,NEUTRAL,,11,Say husband forgot to close the chicken pen and a fox entered
"We all took turns bathing from one bucket of water because the tap was not flowing.",DAILY_LIFE,NEUTRAL,,12,Say the family shared one bucket of water to bathe
"The termites destroyed the wooden frame of the window and now we need to replace it.",DAILY_LIFE,NEUTRAL,,11,Say termites destroyed the window frame and it needs replacing
"My wife sold a bag of cassava at the roadside today and made enough for the week's food.",DAILY_LIFE,NEUTRAL,,12,Say your wife sold cassava and earned enough for the week
"I stayed up until midnight finishing the sewing order for the customer who needed it urgent.",DAILY_LIFE,NEUTRAL,,12,Say you stayed up sewing a customer's urgent order
"We had to share the sleeping mat because there were too many of us in the one room.",DAILY_LIFE,NEUTRAL,,11,Say you had to share mats because of too many people
"I always keep a small amount of money hidden in the house for real emergencies only.",DAILY_LIFE,NEUTRAL,,11,Say you keep emergency money hidden at home
"The whole compound smelled wonderful when my mother was frying the groundnut oil.",DAILY_LIFE,HAPPY,,10,Say the compound smelled wonderful when oil was frying
"I helped the old man at the end of the road carry his bags up the steep hill.",DAILY_LIFE,HAPPY,,11,Say you helped an old man carry bags up a hill
"We ran out of matches so I borrowed fire from the neighbor's kitchen to light the stove.",DAILY_LIFE,NEUTRAL,,12,Say you ran out of matches and borrowed fire from the neighbor
"My daughter washes the compound floor every Saturday morning without being asked to.",DAILY_LIFE,HAPPY,,11,Say your daughter washes the floor every Saturday willingly
"The cassava dough took a long time to pound because it was very fresh and hard.",DAILY_LIFE,NEUTRAL,,11,Say pounding fresh cassava took a long time
"I boiled groundnuts all afternoon and sold them in the evening by the roadside.",DAILY_LIFE,NEUTRAL,,10,Say you boiled and sold groundnuts by the roadside
"We sat outside until very late talking about the old days when things were much easier.",DAILY_LIFE,NEUTRAL,,12,Describe sitting outside late talking about the past
"My wife always puts a little extra food aside for anyone who may come to visit us.",DAILY_LIFE,HAPPY,,11,Say your wife always keeps food aside for unexpected visitors
"The whole house was quiet by nine because everyone had woken up so early that morning.",DAILY_LIFE,NEUTRAL,,11,Say everyone slept early because they woke so early
"I cut the grass around the house with a machete before the rains came to prevent snakes.",DAILY_LIFE,NEUTRAL,,12,Say you cut grass before rains to prevent snakes
"The old woman ground her own corn by hand every morning even though she is over eighty years old.",DAILY_LIFE,SURPRISED,,13,Say an old woman grinds corn by hand even at over eighty
"We slaughtered a goat for my brother's graduation and invited all the neighbors to celebrate.",DAILY_LIFE,HAPPY,,12,Say you slaughtered a goat for a brother's graduation
"I always soak my feet in warm salted water after a long day of walking and working.",DAILY_LIFE,NEUTRAL,,11,Say you soak your feet in warm salty water after long days
"My father built our house with his own hands and it has stood for over thirty years now.",DAILY_LIFE,HAPPY,,11,Say your father built the family house himself thirty years ago
"I carry the water drum on my head every morning because it is the only way to balance it.",DAILY_LIFE,NEUTRAL,,11,Say you carry the water drum on your head every morning
"The old woman told us to put the leftover food outside for the spirits before we sleep.",DAILY_LIFE,NEUTRAL,,12,Say an old woman told you to leave food outside for spirits
"We repainted the whole house for the Eid celebration and it looks completely new now.",DAILY_LIFE,HAPPY,,11,Say you repainted the house for Eid and it looks new
"I use a small kerosene lamp for light when the electricity goes off in the evening.",DAILY_LIFE,NEUTRAL,,11,Say you use a kerosene lamp when electricity goes off
"My youngest child refused to sleep anywhere except in my arms for three whole months.",DAILY_LIFE,NEUTRAL,,11,Say your youngest baby only slept in your arms for months
"We dry the fish in the sun for three days before storing them in the sacks.",DAILY_LIFE,NEUTRAL,,10,Say you sun-dry fish for three days before storing
"I cook enough food on Sunday to last us until Tuesday so I don't have to cook every day.",DAILY_LIFE,NEUTRAL,,12,Say you cook on Sunday to last until Tuesday
"The school sent a letter home saying we need to pay the fees by end of the month.",DAILY_LIFE,NEUTRAL,,11,Say school sent a letter asking for fees by end of month
"My sister's new baby has grown so fat and healthy in just two short months.",DAILY_LIFE,HAPPY,,10,Say a baby has grown fat and healthy in two months
"I always buy groundnut oil, salt, and maggi when I go to market no matter what else.",DAILY_LIFE,NEUTRAL,,12,Say you always buy groundnut oil, salt, and Maggi at the market
"We celebrated by drinking attaya tea until midnight when my uncle passed his exams.",DAILY_LIFE,HAPPY,,11,Say you drank attaya until midnight to celebrate an uncle's exams
"The whole road was flooded and we had to take a longer route to get home.",DAILY_LIFE,NEUTRAL,,10,Say the road flooded and you took a longer way home
"I twisted my ankle on the uneven ground outside the mosque after Friday prayers.",DAILY_LIFE,NEUTRAL,,11,Say you twisted your ankle on uneven ground after prayers
"My husband came home late every night this week because of the work at the workshop.",DAILY_LIFE,NEUTRAL,,11,Say your husband came home late all week because of work
"The neighbor's goat ate all the herbs I planted in the small garden by the fence.",DAILY_LIFE,NEUTRAL,,10,Say a neighbor's goat ate your garden plants
"We got a new mattress delivered this week and everyone has been sleeping much better.",DAILY_LIFE,HAPPY,,10,Say a new mattress came and everyone sleeps better
"I asked for a loan from my work place to fix the plumbing before the rainy season.",DAILY_LIFE,NEUTRAL,,11,Say you asked for a work loan to fix plumbing before rains
"My daughter tied and dyed ten yards of fabric and sold them all at the market last week.",DAILY_LIFE,NEUTRAL,,12,Say your daughter made and sold tie-dye fabric at market
"The whole family is expected to contribute when there is a funeral in the compound.",DAILY_LIFE,NEUTRAL,,11,Say the whole family contributes for funerals
"I cannot sleep without a fan because the heat is too much in this small room at night.",DAILY_LIFE,NEUTRAL,,12,Say you can't sleep without a fan in the heat
"We always keep a bowl of water outside for people who come to wash their hands before eating.",DAILY_LIFE,NEUTRAL,,13,Say you keep water outside for hand-washing before meals
"The smoke from the coal pot filled the whole kitchen when the fire was not drawing well.",DAILY_LIFE,NEUTRAL,,12,Say smoke filled the kitchen when the fire drew badly
"I was helping my mother plait her hair when the electricity suddenly came on and surprised us.",DAILY_LIFE,SURPRISED,,12,Say electricity came on while you were plaiting mother's hair
"My uncle taught me how to fix a motorbike engine and now I repair them for neighbors.",DAILY_LIFE,NEUTRAL,,12,Say your uncle taught you to fix bikes and now you help neighbors
"We spread the groundnuts on the large mat in the sun to dry after harvesting them.",DAILY_LIFE,NEUTRAL,,11,Say you spread groundnuts on a mat to dry in the sun
"The old radio only works when you hold the antenna in a certain position at an angle.",DAILY_LIFE,NEUTRAL,,11,Say the old radio only works when you hold the antenna a special way
"I need to buy a new pair of sandals because mine broke during the walk to the market today.",DAILY_LIFE,NEUTRAL,,12,Say your sandals broke walking to market and you need new ones
"My mother keeps all the important papers wrapped in a plastic bag inside the old suitcase.",DAILY_LIFE,NEUTRAL,,12,Say your mother keeps important papers in a plastic bag in a suitcase
"We hang the mosquito net over the bed every night even during the dry season just to be safe.",DAILY_LIFE,NEUTRAL,,13,Say you always hang the mosquito net even in dry season
"The landlord came this morning asking for two months rent that we have not been able to pay.",DAILY_LIFE,NEUTRAL,,12,Say the landlord came asking for two months unpaid rent
"I make a small fire outside every evening to keep the mosquitoes away from the sitting area.",DAILY_LIFE,NEUTRAL,,12,Say you make a fire each evening to keep mosquitoes away
"My son traded his bicycle for a mobile phone and I was very angry when I found out.",DAILY_LIFE,ANGRY,,11,Say your son swapped his bike for a phone and you were angry
"We always say a short prayer together before the first person leaves the house in the morning.",DAILY_LIFE,NEUTRAL,,12,Say the family prays together before anyone leaves in the morning
"The bucket of water was so heavy that the young boy had to rest three times on the way.",DAILY_LIFE,NEUTRAL,,11,Say the water bucket was so heavy the boy rested three times
"I finally painted the front door blue because the old color had been fading for two years.",DAILY_LIFE,NEUTRAL,,11,Say you finally painted the door blue after it faded
"The old woman across the road still wakes up before dawn to begin her morning prayers.",DAILY_LIFE,NEUTRAL,,11,Say the old woman wakes before dawn for morning prayers
"We always buy extra candles and matches at the start of the rainy season just in case.",DAILY_LIFE,NEUTRAL,,11,Say you buy extra candles before the rainy season
"My daughter started selling cold water sachets at the roadside to save money for school.",DAILY_LIFE,NEUTRAL,,12,Say your daughter sells water sachets to save for school
"I fell asleep on the bench outside and woke up with mosquito bites all over my arms.",DAILY_LIFE,NEUTRAL,,11,Say you fell asleep outside and woke with mosquito bites
"We had an argument about who should go to the market but in the end we went together.",DAILY_LIFE,NEUTRAL,,11,Say you argued about who goes to market then went together
"The first thing I do every morning is check if the children slept well through the night.",DAILY_LIFE,NEUTRAL,,11,Say you check on the children every morning
"I keep a notebook where I write down every single thing I spend money on each day.",DAILY_LIFE,NEUTRAL,,10,Say you write down every expense in a notebook daily
"We use palm leaves to cover the roof temporarily when the rain damages the zinc sheets.",DAILY_LIFE,NEUTRAL,,12,Say you use palm leaves as temporary roof cover after damage
"The electricity company came to disconnect us but my neighbor paid the bill for me.",DAILY_LIFE,NEUTRAL,,11,Say the power company came but a neighbor paid your bill
"I borrowed my sister's wrapper to wear to the naming ceremony because mine was torn.",DAILY_LIFE,NEUTRAL,,11,Say you borrowed your sister's wrapper for the ceremony
"We chased the goat out of the garden five times today but it kept coming back again.",DAILY_LIFE,NEUTRAL,,11,Say you chased the goat from the garden five times
"The fish I bought at the market was already starting to smell by the time I got home.",DAILY_LIFE,NEUTRAL,,11,Say the market fish was going bad by the time you got home
"My mother told me not to take the shortcut through the forest after it gets dark.",DAILY_LIFE,NEUTRAL,,11,Say your mother warned not to take the forest shortcut at night
"I buy a bag of charcoal every week because we cook everything on the coal pot.",DAILY_LIFE,NEUTRAL,,10,Say you buy charcoal weekly because you cook on a coal pot
"The whole house woke up when the goat got into the kitchen and knocked everything over.",DAILY_LIFE,NEUTRAL,,11,Say a goat entered the kitchen and woke the whole house
"We always look for fallen mango branches after a storm to use as firewood for the week.",DAILY_LIFE,NEUTRAL,,11,Say you collect fallen mango branches for firewood after storms
"What time does the bus leave for town in the morning?",QUESTIONS,QUESTION,,7,Ask what time the morning bus goes to town
"Where can I find the nearest pharmacy that is open right now?",QUESTIONS,QUESTION,,8,Ask where the nearest open pharmacy is
"How many children do you have and what are their ages?",QUESTIONS,QUESTION,,8,Ask how many children someone has and their ages
"Why is the road closed and when will it be open again?",QUESTIONS,QUESTION,,8,Ask why the road is closed and when it will reopen
"Who is the person I should talk to about registering for school?",QUESTIONS,QUESTION,,9,Ask who to see about school registration
"What is the price of one kilo of rice at the market today?",QUESTIONS,QUESTION,,9,Ask the price of one kilo of rice
"How long have you been living in this neighborhood?",QUESTIONS,QUESTION,,7,Ask how long someone has lived in the area
"When will the rain stop and the road become passable again?",QUESTIONS,QUESTION,,8,Ask when the rain will stop and the road will clear
"Which hospital in this town has the best treatment for malaria?",QUESTIONS,QUESTION,,9,Ask which hospital treats malaria best
"Why did the children not go to school yesterday morning?",QUESTIONS,QUESTION,,7,Ask why the children missed school yesterday
"How do you get to the ferry terminal from the center of town?",QUESTIONS,QUESTION,,9,Ask for directions to the ferry terminal
"What did the doctor say when you went to see him last week?",QUESTIONS,QUESTION,,9,Ask what the doctor said at the visit
"Is there a mechanic nearby who can fix a broken motorbike today?",QUESTIONS,QUESTION,,9,Ask if there is a nearby motorbike mechanic
"Can you show me the way to the central mosque from here?",QUESTIONS,QUESTION,,8,Ask someone to show you the way to the mosque
"How much does it cost to send a bag by bus to Kenema?",QUESTIONS,QUESTION,,8,Ask the cost of sending a bag by bus to Kenema
"Did anyone call for me while I was away from the house?",QUESTIONS,QUESTION,,8,Ask if someone called while you were away
"What time does the market open in the morning on weekdays?",QUESTIONS,QUESTION,,8,Ask what time the market opens on weekdays
"How far is it from here to the nearest town with a hospital?",QUESTIONS,QUESTION,,9,Ask how far the nearest town with a hospital is
"Who told you about this problem and when did they say it?",QUESTIONS,QUESTION,,8,Ask who said something and when
"Are there any houses for rent near the primary school in this area?",QUESTIONS,QUESTION,,9,Ask if any houses are for rent near the primary school
"What language do they speak most at home in that village?",QUESTIONS,QUESTION,,8,Ask what language people speak at home in a village
"How many days will it take to travel from here to Conakry by road?",QUESTIONS,QUESTION,,9,Ask how many days it takes to travel to Conakry
"Is this the right road that goes to the rice fields in the east?",QUESTIONS,QUESTION,,9,Ask if this road leads to the rice fields
"Why does the water taste different here than at our place?",QUESTIONS,QUESTION,,8,Ask why the water tastes different here
"What do you think is the best way to get to the border town?",QUESTIONS,QUESTION,,9,Ask what is the best way to get to the border
"How often does the doctor come to this health post each week?",QUESTIONS,QUESTION,,9,Ask how often the doctor visits the health post
"When will the chief announce his decision about the land dispute?",QUESTIONS,QUESTION,,9,Ask when the chief will decide about the land
"Who is responsible for collecting rubbish from this part of town?",QUESTIONS,QUESTION,,9,Ask who collects rubbish in this area
"Can we get water from that well during the dry season too?",QUESTIONS,QUESTION,,8,Ask if the well has water in the dry season
"What is the difference between the two roads going to the same place?",QUESTIONS,QUESTION,,9,Ask what is different between two roads to the same place
"How long will it take to cook if we use the big fire outside?",QUESTIONS,QUESTION,,9,Ask how long cooking will take on a big fire
"Where do people go to report when something is stolen in this area?",QUESTIONS,QUESTION,,9,Ask where to report a theft in the area
"Did you hear about the accident that happened near the market last night?",QUESTIONS,QUESTION,,9,Ask if someone heard about last night's market accident
"Is this the medicine the nurse gave you or did you buy it yourself?",QUESTIONS,QUESTION,,9,Ask if the medicine was from the nurse or bought
"What time did the last group of travelers pass through this road today?",QUESTIONS,QUESTION,,9,Ask when the last travelers passed through
"How much rain fell last night, was it enough for the young crops?",QUESTIONS,QUESTION,,9,Ask if last night's rain was enough for crops
"Who is the headman of this village and where does he live?",QUESTIONS,QUESTION,,8,Ask who leads the village and where they live
"Are you the first person in your family to go to secondary school?",QUESTIONS,QUESTION,,9,Ask if someone is first in family to attend secondary school
"What crops grow best in this part of the country during the wet season?",QUESTIONS,QUESTION,,9,Ask what crops grow well here in the wet season
"When was the last time you spoke to your brother who lives in the city?",QUESTIONS,QUESTION,,10,Ask when someone last spoke to their city-dwelling brother
"Why did your family decide to move from the village to the town?",QUESTIONS,QUESTION,,9,Ask why a family moved from village to town
"How many hours of sleep do you usually get when the baby is not well?",QUESTIONS,QUESTION,,9,Ask how much sleep someone gets when the baby is sick
"Is the school near your house accepting new pupils for the new term?",QUESTIONS,QUESTION,,9,Ask if the nearby school is taking new pupils
"What do you usually cook when you have very little money at home?",QUESTIONS,QUESTION,,9,Ask what someone cooks when money is scarce
"Can you teach me how to tie this wrapper the right way please?",QUESTIONS,QUESTION,,8,Ask to be taught how to tie a wrapper properly
"How many people are there living in your house including the children?",QUESTIONS,QUESTION,,9,Ask how many people live in someone's house
"Where did you learn to speak that language so fluently at your age?",QUESTIONS,QUESTION,,9,Ask where someone learned to speak a language so well
"Is there a night market here where we can buy food after dark?",QUESTIONS,QUESTION,,8,Ask if there is a night market for food after dark
"What will happen if we plant early before all the rains have come?",QUESTIONS,QUESTION,,9,Ask what happens if you plant before all rains arrive
"How did your grandfather manage to build such a big house by himself?",QUESTIONS,QUESTION,,9,Ask how grandfather built such a big house alone
"Are the children allowed to swim in the river at this time of year?",QUESTIONS,QUESTION,,9,Ask if children can swim in the river now
"Who knows the best place to get cheap fabric before the festival season?",QUESTIONS,QUESTION,,9,Ask who knows where to buy cheap fabric before festivals
"How long does it take to smoke fish properly so it keeps for a long time?",QUESTIONS,QUESTION,,10,Ask how long to smoke fish so it keeps well
"Did the landlord agree to fix the roof before the next rains arrived?",QUESTIONS,QUESTION,,9,Ask if the landlord agreed to fix the roof before rains
"What happened at the village meeting last week that everyone is talking about?",QUESTIONS,QUESTION,,9,Ask what happened at a village meeting everyone is talking about
"Where is the best place to cross the river when it is this high with water?",QUESTIONS,QUESTION,,10,Ask where to safely cross a flooded river
"How long have your parents been living in the same house in that village?",QUESTIONS,QUESTION,,9,Ask how long someone's parents have lived in their village house
"Why do some animals refuse to drink water from certain wells in the dry season?",QUESTIONS,QUESTION,,10,Ask why some animals avoid certain wells
"Is it true that the bridge was washed away and the road is now completely blocked?",QUESTIONS,QUESTION,,10,Ask if it's true the bridge washed away and road is blocked
"Can your mother still walk all the way to the farm at her age now?",QUESTIONS,QUESTION,,9,Ask if someone's elderly mother can still walk to the farm
"When is the next time that the mobile clinic will come to this village?",QUESTIONS,QUESTION,,9,Ask when the next mobile clinic will visit the village
"What is the name of that tree with the red flowers that blooms in December?",QUESTIONS,QUESTION,,9,Ask the name of a tree with red December flowers
"How do you store yams so that they do not rot before the dry season ends?",QUESTIONS,QUESTION,,9,Ask how to store yams without them rotting
"Who was the man speaking at the mosque after prayers this afternoon?",QUESTIONS,QUESTION,,8,Ask who was speaking at the mosque after prayers
"Are there any schools near here that teach in the local language as well?",QUESTIONS,QUESTION,,9,Ask if any nearby schools teach in the local language
"What is the name of the medicine for stomach pain that you mentioned yesterday?",QUESTIONS,QUESTION,,9,Ask for the name of a stomach medicine mentioned before
"How old were you when you first learned to ride a bicycle on your own?",QUESTIONS,QUESTION,,9,Ask how old someone was when they first rode a bike alone
"Is this the type of soil that is good for growing sweet potatoes and cassava?",QUESTIONS,QUESTION,,9,Ask if this soil is good for sweet potatoes and cassava
"What do you usually do when someone owes you money and refuses to pay it back?",QUESTIONS,QUESTION,,10,Ask what someone does when a debtor refuses to pay
"Who was responsible for looking after the animals when you were away last week?",QUESTIONS,QUESTION,,9,Ask who looked after the animals while someone was away
"How far did the water rise in your compound during the flooding last rainy season?",QUESTIONS,QUESTION,,10,Ask how high the flood water rose in someone's compound
"Did you remember to take the medicine this morning before eating your breakfast?",QUESTIONS,QUESTION,,9,Ask if someone took their medicine before breakfast
"Where exactly is the place where they sell charcoal near the secondary school?",QUESTIONS,QUESTION,,9,Ask where to buy charcoal near the secondary school
"Why are the mango trees not producing fruit this year like they did last year?",QUESTIONS,QUESTION,,9,Ask why the mango trees have no fruit this year
"How many more weeks do we need to wait before the cassava is ready to harvest?",QUESTIONS,QUESTION,,9,Ask how many weeks until cassava is ready to harvest
"Is the water level in the river safe enough to cross with young children today?",QUESTIONS,QUESTION,,10,Ask if the river is safe to cross with children
"What kind of wood burns the slowest and gives the most heat for cooking?",QUESTIONS,QUESTION,,9,Ask what wood burns slowest and gives most heat
"Can you help me find a place to wash my clothes where the water is cleaner?",QUESTIONS,QUESTION,,9,Ask for help finding a clean place to wash clothes
"How much money should I bring to the hospital if I am going without insurance?",QUESTIONS,QUESTION,,10,Ask how much money to bring to hospital without insurance
"Why do the children in this village start school so much later than in the city?",QUESTIONS,QUESTION,,10,Ask why village children start school later than city children
"Who in this village is best at fixing radios and small electrical appliances?",QUESTIONS,QUESTION,,9,Ask who in the village is best at fixing radios
"Are we going to have enough food stored to last through the whole dry season?",QUESTIONS,QUESTION,,9,Ask if stored food will last through the dry season
"What should I plant first, the rice or the vegetables, before the rains get heavy?",QUESTIONS,QUESTION,,10,Ask whether to plant rice or vegetables first before heavy rains
"Good morning, how is your family keeping today?",CONVERSATIONS,NEUTRAL,,6,Ask how someone's family is doing this morning
"We are all fine, thank God, how about you and your household?",CONVERSATIONS,NEUTRAL,,8,Reply that all are well and ask about the other family
"I heard you had visitors from upcountry staying with you this week.",CONVERSATIONS,NEUTRAL,,8,Say you heard someone had out-of-town visitors
"Yes, my sister and her whole family came without any warning at all.",CONVERSATIONS,NEUTRAL,,8,Say your sister's family came without warning
"How long are they planning to stay with you this time around?",CONVERSATIONS,QUESTION,,7,Ask how long the visitors plan to stay
"I think they will be here until after the school holidays finish.",CONVERSATIONS,NEUTRAL,,8,Say visitors will stay until after school holidays
"That is always nice, family visits make the house feel so alive.",CONVERSATIONS,HAPPY,,8,Say family visits make the house lively
"Did you manage to see the doctor about that pain you had last week?",CONVERSATIONS,QUESTION,,9,Ask if someone saw the doctor for their pain
"Not yet, the queue was too long so I turned back and went home.",CONVERSATIONS,NEUTRAL,,8,Say the hospital queue was too long so you left
"You should try going very early in the morning before the crowd builds up.",CONVERSATIONS,NEUTRAL,,9,Advise going to the hospital early before it gets crowded
"That is a good idea, I will try to go tomorrow before sunrise.",CONVERSATIONS,NEUTRAL,,8,Accept the advice and say you'll go before sunrise tomorrow
"Make sure you bring someone with you in case they keep you for observation.",CONVERSATIONS,NEUTRAL,,10,Advise bringing someone to the hospital in case you're kept in
"My neighbor said the small clinic near the mosque is faster these days.",CONVERSATIONS,NEUTRAL,,10,Say a neighbor recommended a faster clinic near the mosque
"I have heard that too, maybe we should both go and check it out first.",CONVERSATIONS,NEUTRAL,,10,Suggest going to the clinic together to see for yourselves
